PXD002801: mouse livers; CC experiment																																																											
"Program ""PAW_protein_grouper.py"" run on Tue Oct 28 09:49:56 2025"																																																											
																																																											
 	6326																								CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool		CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool		CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool
2650	1	sp|Q68EF0|RAB3I_MOUSE	 	 	 	 	143812	11	428	47133	Rab-3A-interacting protein OS=Mus musculus OX=10090 GN=Rab3ip PE=1 SV=1	10	10	1	3	3	4	3	3	4	3	3	4	3	258321	211896	267466	10692	276844	307664	158717	11256	244201	280165	202722	3	163956	127105	240534	8972	149479	207274	169096	9975	206557	170734	145368	4	107530	109205	108720	6624	106293	101670	104432	5012	113051	70924	83346
5626	1	sp|Q9JHI7|EXOS9_MOUSE	 	 	 	 	143794	9.6	438	48936	Exosome complex component RRP45 OS=Mus musculus OX=10090 GN=Exosc9 PE=1 SV=1	10	10	1	4	3	3	4	3	3	4	3	3	4	246917	189193	247203	8907	283660	213419	155099	6626	292085	346711	198982	3	105261	177144	188067	13151	154759	195840	109929	12743	147707	129412	123401	3	122967	168962	127943	12728	140822	114030	129641	6230	173337	93335	108999
3520	1	sp|Q8C0L0|TMX4_MOUSE	 	 	 	 	143600	7.5	335	37131	Thioredoxin-related transmembrane protein 4 OS=Mus musculus OX=10090 GN=Tmx4 PE=1 SV=2	10	10	1	4	3	3	4	3	3	4	3	3	4	276121	175164	255224	14748	222166	317010	156323	16384	240200	300504	197385	3	128126	80601	159853	6035	110474	96011	124833	4759	158640	145696	101503	3	162782	191057	168867	15485	144055	177904	158836	11167	187014	101949	131912
6273	1	tr|E9PZP8|E9PZP8_MOUSE	 	 	 	 	143571	3	4859	532654	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 OS=Mus musculus OX=10090 GN=Herc1 PE=1 SV=1	17	17	1	6	5	6	6	5	6	6	5	6	6	136786	88083	123908	5036	146480	119133	69810	6561	114375	125828	93600	5	152149	188621	236101	12419	186284	199772	144881	11727	241422	257607	163098	6	207998	239878	221944	14133	236553	194004	222115	8760	257388	137374	174015
1797	1	sp|P97471|SMAD4_MOUSE	 	 	 	 	143401	10.3	551	60341	Mothers against decapentaplegic homolog 4 OS=Mus musculus OX=10090 GN=Smad4 PE=1 SV=2	8	8	1	2	2	4	2	2	4	2	2	4	2	70108	67105	85152	6754	88213	98723	48744	6662	81814	89105	64238	2	106460	94990	159098	9709	113142	143864	120276	8188	145304	128451	102948	4	268048	347644	310497	26263	302040	398621	328217	21861	384323	242648	263016
4009	1	sp|Q8R2M2|TDIF2_MOUSE	 	 	 	 	143228	8.8	758	84276	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Mus musculus OX=10090 GN=Dnttip2 PE=1 SV=1	15	15	1	6	4	5	6	4	5	6	4	5	6	203650	128632	189955	8172	192515	219813	140624	16433	208353	241528	154967	4	166583	148272	229979	12106	154276	233207	203105	17048	260733	172154	159746	5	132690	129622	138810	10691	151403	124910	155820	6098	192857	106809	114971
3158	1	sp|Q8BGF6|ELMD2_MOUSE	 	 	 	 	143142	11.9	293	34747	ELMO domain-containing protein 2 OS=Mus musculus OX=10090 GN=Elmod2 PE=1 SV=1	8	8	1	3	3	2	3	3	2	3	3	2	3	151593	142551	159365	6803	158514	217502	115427	7501	205113	211255	137562	3	170884	92884	181119	4207	111073	211644	204267	2246	236396	147836	136255	2	186635	184214	199672	13910	167331	236680	189662	9481	199981	168504	155607
2014	1	sp|Q3TLS3|GDPP1_MOUSE	 	 	 	 	142868	15	386	42514	GDP-D-glucose phosphorylase 1 OS=Mus musculus OX=10090 GN=Gdpgp1 PE=1 SV=2	13	13	1	4	4	5	4	4	5	4	4	5	4	121824	90166	138420	7475	139955	170631	97882	8919	124102	131562	103094	4	158782	133123	222950	15225	177346	241420	185276	14976	202858	160601	151256	5	202962	213188	211482	15970	212012	238060	247340	11741	259941	129842	174254
5648	1	sp|Q9JI60|LRAT_MOUSE	 	 	 	 	142758	11.7	231	25820	Lecithin retinol acyltransferase OS=Mus musculus OX=10090 GN=Lrat PE=1 SV=1	4	4	1	2	1	1	2	1	1	2	1	1	2	255593	268497	306408	18388	445432	497931	152639	19986	276058	431446	267238	1	133236	146034	199880	10725	201533	199305	119459	10727	212026	174284	140721	1	23323	24517	23699	1513	30300	21475	27986	1647	31147	17542	20315
2669	1	sp|Q69ZP3|PNKD_MOUSE	 	 	 	 	142640	13.5	385	43016	Probable hydrolase PNKD OS=Mus musculus OX=10090 GN=Pnkd PE=1 SV=2	11	11	1	4	4	3	4	4	3	4	4	3	4	172047	152522	195007	9135	215095	221451	113590	11900	189773	196779	147730	4	201915	190416	323387	14602	200033	267363	207703	12385	315044	270317	200317	3	98947	118266	113190	4416	94262	108229	115058	2903	94325	49143	79874
4163	1	sp|Q8VD66|ABHD4_MOUSE	 	 	 	 	142603	28.7	342	38860	(Lyso)-N-acylphosphatidylethanolamine lipase OS=Mus musculus OX=10090 GN=Abhd4 PE=1 SV=1	14	14	1	4	3	7	4	3	7	4	3	7	4	107720	76180	110146	3323	107179	143106	88584	6644	134911	130733	90853	3	78797	58941	111133	5480	80736	114374	85057	6326	119716	85744	74631	7	288663	329206	311670	27091	304153	351332	314616	21741	439067	235704	262324
3157	1	sp|Q8BGF3|DAA10_MOUSE	 	 	 	 	142162	22.1	357	39790	Dynein axonemal assembly factor 10 OS=Mus musculus OX=10090 GN=Dnaaf10 PE=1 SV=1	11	11	1	4	2	5	4	2	5	4	2	5	4	222687	163397	241304	10729	213483	248118	150502	12260	200984	205705	166917	2	143282	138283	185631	7266	144327	172801	162063	9762	204197	180393	134801	5	156755	162495	155839	10367	158705	142107	182484	6279	178060	94608	124770
5751	1	sp|Q9JLM9|GRB14_MOUSE	 	 	 	 	142115	9.9	538	60572	Growth factor receptor-bound protein 14 OS=Mus musculus OX=10090 GN=Grb14 PE=1 SV=1	9	9	1	3	3	3	3	3	3	3	3	3	3	162928	138813	138452	3875	200494	173175	97545	6207	142247	124246	118798	3	174483	191901	222323	13448	221922	224960	167836	12952	231109	292615	175355	3	163060	216043	147209	11469	192244	150819	180117	7927	169144	83875	132191
3516	1	sp|Q8C0E3|TRI47_MOUSE	 	 	 	 	141995	11.9	641	69912	E3 ubiquitin-protein ligase TRIM47 OS=Mus musculus OX=10090 GN=Trim47 PE=1 SV=2	12	12	1	4	5	3	4	5	3	4	5	3	4	320542	362290	557336	39855	511390	513156	251580	22658	303089	181737	306363	5	71515	45720	100683	2878	66323	79708	83816	4195	96841	58730	61041	3	82011	64754	73201	3834	64318	73423	78649	4078	93173	48372	58581
5634	1	sp|Q9JHS9|CWC15_MOUSE	 	 	 	 	141975	19.2	229	26624	Spliceosome-associated protein CWC15 homolog OS=Mus musculus OX=10090 GN=Cwc15 PE=1 SV=1	8	8	1	2	5	1	2	5	1	2	5	1	2	144895	90942	112756	5487	128369	112103	83991	6631	134508	162505	98219	5	319207	239190	361208	18852	293583	387682	329259	19516	412519	332634	271365	1	93771	70692	54902	3537	54407	50073	75178	3480	101420	55964	56342
5023	1	sp|Q9CXK8|NIP7_MOUSE	 	 	 	 	141509	37.8	180	20451	60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus OX=10090 GN=Nip7 PE=1 SV=1	7	7	1	1	3	3	1	3	3	1	3	3	1	104209	53773	80568	3701	66874	117394	63541	7879	104725	181936	78460	3	209667	150057	216830	11398	187691	161434	221274	13255	332914	247796	175231	3	172684	326751	141193	14962	306429	137161	195659	11012	259690	142813	170835
4554	1	sp|Q923D4|SF3B5_MOUSE	 	 	 	 	141368	27.9	86	10119	Splicing factor 3B subunit 5 OS=Mus musculus OX=10090 GN=Sf3b5 PE=1 SV=1	10	10	1	2	4	4	2	4	4	2	4	4	2	162307	82899	124966	9214	139704	151245	86577	9799	124696	110608	100202	4	54810	114310	275844	5012	191554	156188	79767	6718	120503	157218	116192	4	249003	207113	174383	16972	307096	217587	295253	14744	370556	224406	207711
3304	1	sp|Q8BMB3|IF4E2_MOUSE	 	 	 	 	141301	25.7	245	28263	Eukaryotic translation initiation factor 4E type 2 OS=Mus musculus OX=10090 GN=Eif4e2 PE=1 SV=1	10	10	1	3	3	4	3	3	4	3	3	4	3	368698	261664	369273	15223	338273	391027	235235	16127	351708	381245	272847	3	39854	36260	57898	2562	40918	50869	41527	2133	61868	54786	38868	4	143684	146498	127265	5469	130202	131677	161312	3285	181355	91136	112188
2210	1	sp|Q4KL35|MAGIX_MOUSE	 	 	 	 	141258	25	324	34771	PDZ domain-containing protein MAGIX OS=Mus musculus OX=10090 GN=Magix PE=1 SV=1	11	11	1	4	3	4	4	3	4	4	3	4	4	146018	157322	140462	11787	224369	209359	124316	12370	160082	196195	138228	3	70727	111037	68361	5396	114227	154596	92389	6009	172695	170600	96604	4	65208	353860	69737	15476	304119	308844	273874	11924	314738	171637	188942
4867	1	sp|Q9CQJ4|RING2_MOUSE	 	 	"sp|Q80XL6|ACD11_MOUSE, sp|Q9CQJ4|RING2_MOUSE"	 	141033	9.5	336	37623	E3 ubiquitin-protein ligase RING2 OS=Mus musculus OX=10090 GN=Rnf2 PE=1 SV=1	12	4	0.333	3	4	5	1	2	1	1.025	2.043	1.044	1	239577	163715	248795	17601	249648	304889	147332	20484	207847	292664	189255	2	137139	116651	169381	10221	163162	189589	159163	10986	184889	147642	128882	1	121589	121451	129520	15716	128795	154153	122719	12621	145909	97143	104962
3279	1	sp|Q8BKI2|TNR6B_MOUSE	 	 	 	 	140943	7.2	1810	191961	Trinucleotide repeat-containing gene 6B protein OS=Mus musculus OX=10090 GN=Tnrc6b PE=1 SV=2	17	17	1	5	4	8	5	4	8	5	4	8	5	87619	64092	94936	6168	92804	97527	61308	5441	85260	97889	69304	4	243026	181327	337767	14283	228647	314451	284781	21473	351511	271886	224915	8	152952	159682	145116	13809	165367	155749	169092	9764	194362	120199	128609
3438	1	sp|Q8BWR2|PITH1_MOUSE	 	 	"sp|Q505D7|OPA3_MOUSE, sp|Q8BWR2|PITH1_MOUSE"	 	140939	26.1	211	24192	PITH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pithd1 PE=1 SV=1	23	14	0.609	8	8	7	5	5	4	7.5	7.5	6	5	128451	190625	179066	10142	206870	237562	137236	9315	233867	135331	146847	5	159570	103958	174767	5044	147761	245288	218793	10500	288260	176829	153077	4	124365	186470	141573	11155	166002	176442	170128	9220	147141	96449	122895
1446	1	sp|P57080|UBP25_MOUSE	 	 	 	 	140928	5.9	1055	121419	Ubiquitin carboxyl-terminal hydrolase 25 OS=Mus musculus OX=10090 GN=Usp25 PE=1 SV=2	12	12	1	4	3	5	4	3	5	4	3	5	4	154427	92868	152730	3772	170509	171848	121278	9745	197551	186961	126169	3	178571	137131	223112	14464	151987	324499	274924	21677	287964	204181	181851	5	131720	136379	134877	10091	128691	165353	181477	7291	150890	100884	114765
4024	1	sp|Q8R2Y3|DOLK_MOUSE	 	 	 	 	140767	3.2	534	59145	Dolichol kinase OS=Mus musculus OX=10090 GN=Dolk PE=1 SV=1	5	5	1	2	2	1	2	2	1	2	2	1	2	187168	196484	186546	15235	209468	258938	165635	17616	255069	254087	174625	2	219009	87958	203468	8109	127189	264451	231810	12684	307639	163851	162617	1	105946	82474	99957	6818	87172	131769	119112	6629	129018	81696	85059
171	1	sp|A2AIL4|NDUF6_MOUSE	 	 	 	 	140561	5.7	333	38362	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Mus musculus OX=10090 GN=Ndufaf6 PE=1 SV=1"	6	6	1	2	2	2	2	2	2	2	2	2	2	276724	123118	248611	7570	260510	190976	148967	8565	163855	179223	160812	2	89368	63931	106501	3567	71438	90834	69225	2790	51797	75685	62514	2	300679	293061	295506	15455	233074	285828	258723	10068	182393	108774	198356
4072	1	sp|Q8R4U6|TOP1M_MOUSE	 	 	"sp|Q04750|TOP1_MOUSE, sp|Q8R4U6|TOP1M_MOUSE"	 	140534	5.7	593	69003	"DNA topoisomerase I, mitochondrial OS=Mus musculus OX=10090 GN=Top1mt PE=2 SV=1"	7	5	0.714	2	4	1	1	3	1	1.038	3.097	1	1	5571	3020	6562	200	6121	9357	3469	716	7412	9869	5230	3	387175	60518	290509	4737	250247	110666	480101	9164	451089	239546	228375	1	320302	36114	366710	5542	308287	36343	385314	7285	226705	187362	187996
4781	1	sp|Q9CPP0|NPM3_MOUSE	 	 	 	 	140442	25.1	175	19023	Nucleoplasmin-3 OS=Mus musculus OX=10090 GN=Npm3 PE=1 SV=3	6	6	1	1	2	3	1	2	3	1	2	3	1	221383	214446	246758	14149	257867	387682	208843	16285	321977	408893	229828	2	109148	88640	147937	5488	93963	148960	144289	6040	162259	131052	103778	3	106605	99945	114306	6822	101482	108229	135222	7254	119018	78310	87719
3512	1	sp|Q8C0D0|TRUB1_MOUSE	 	 	 	 	140281	15.4	338	36347	Pseudouridylate synthase TRUB1 OS=Mus musculus OX=10090 GN=Trub1 PE=1 SV=1	11	11	1	3	4	4	3	4	4	3	4	4	3	163257	95502	151600	10459	133528	176372	94002	10633	155234	232968	122356	4	218054	149107	274264	11470	162738	232509	187455	12019	316714	199780	176411	4	145953	130226	140563	9365	125454	141676	158598	7706	225538	135695	122078
4067	1	sp|Q8R4H9|ZNT5_MOUSE	 	 	 	 	140223	2.8	761	83772	Proton-coupled zinc antiporter SLC30A5 OS=Mus musculus OX=10090 GN=Slc30a5 PE=1 SV=1	4	4	1	2	2	0	2	2	0	2	2	0	2	332354	328887	350793	20766	378867	459496	238920	19473	447435	451028	302802	2	108374	109649	150561	7163	147889	159172	127923	9382	203828	154731	117867	0	0	0	0	0	0	0	0	0	0	0	0
1934	1	sp|Q0VGB7|PP4R2_MOUSE	 	 	 	 	139846	19.4	417	46478	Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Mus musculus OX=10090 GN=Ppp4r2 PE=1 SV=1	14	14	1	4	5	5	4	5	5	4	5	5	4	122318	91047	125473	6738	117195	140102	76085	8100	120335	156269	96366	5	83308	81663	125740	3962	87194	116395	92917	4656	127611	108864	83231	5	269045	313291	308677	26150	308037	283042	324265	17801	361661	187439	239941
3080	1	sp|Q80Y56|RBNS5_MOUSE	 	 	 	 	139819	7.7	783	88490	Rabenosyn-5 OS=Mus musculus OX=10090 GN=Rbsn PE=1 SV=1	8	8	1	3	3	2	3	3	2	3	3	2	3	48013	26247	52097	1011	47815	46967	28982	1669	41072	42409	33628	3	60000	56167	97968	3101	70198	85663	68680	4276	94581	74679	61531	2	431512	464808	550471	19895	389374	445082	367053	14733	272295	287748	324297
5915	1	sp|Q9R0E1|PLOD3_MOUSE	 	 	"sp|Q9R0E1|PLOD3_MOUSE, sp|Q9R0E2|PLOD1_MOUSE"	 	139745	12	741	84921	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Mus musculus OX=10090 GN=Plod3 PE=1 SV=1	16	13	0.812	7	5	4	6	4	3	6.5	4.4	3.429	6	252031	164166	251450	19782	261036	343159	213159	33261	349293	359232	224657	4	130767	127444	164582	9366	128722	147603	159097	9123	190136	138768	120561	3	68546	64672	69492	3069	69700	101499	112648	3017	156193	91325	74016
1537	1	sp|P61600|NAA20_MOUSE	 	 	 	 	139500	19.7	178	20368	N-alpha-acetyltransferase 20 OS=Mus musculus OX=10090 GN=Naa20 PE=1 SV=1	9	9	1	3	3	3	3	3	3	3	3	3	3	222463	188028	191167	18435	253393	204375	125618	14665	190995	266165	167530	3	126614	150359	168560	10814	156156	139997	121952	10583	180516	227723	129327	3	140132	172773	126332	11567	155199	143627	157471	9185	201748	98401	121643
5612	1	sp|Q9ESV0|DDX24_MOUSE	 	 	 	 	139490	8.6	857	96428	ATP-dependent RNA helicase DDX24 OS=Mus musculus OX=10090 GN=Ddx24 PE=1 SV=2	10	10	1	4	3	3	4	3	3	4	3	3	4	318162	201588	339536	17560	329527	371117	198266	19779	323989	485405	260493	3	124343	108622	187155	8551	94072	119807	120902	6111	223213	160420	115320	3	50954	42786	48850	2568	40755	43149	63375	1514	83494	49142	42659
4508	1	sp|Q921N6|DDX27_MOUSE	 	 	 	 	139401	11.8	760	85938	Probable ATP-dependent RNA helicase DDX27 OS=Mus musculus OX=10090 GN=Ddx27 PE=1 SV=3	13	13	1	5	3	5	5	3	5	5	3	5	5	217190	133674	182070	9146	173174	198435	135326	9007	196019	225704	147974	3	130412	106716	149193	5063	127889	123454	143103	7362	219334	163148	117567	5	168634	207303	156075	11150	158943	163180	214566	9857	274068	162846	152662
2262	1	sp|Q5FWI3|CEIP2_MOUSE	 	 	 	 	139200	5.4	1383	153799	Cell surface hyaluronidase OS=Mus musculus OX=10090 GN=Cemip2 PE=1 SV=1	11	11	1	3	2	6	3	2	6	3	2	6	3	217876	83031	210101	7196	215854	139589	128593	9034	154483	195643	136140	2	41811	71956	84232	3509	50716	47800	42079	4224	116502	98052	56088	6	259476	285395	273131	19516	309470	260355	284491	14014	369984	177889	225372
2809	1	sp|Q6PFR5|TRA2A_MOUSE	 	 	"sp|P62996|TRA2B_MOUSE, sp|Q6PFR5|TRA2A_MOUSE"	 	139095	13.2	281	32316	Transformer-2 protein homolog alpha OS=Mus musculus OX=10090 GN=Tra2a PE=1 SV=1	10	6	0.6	2	6	2	1	4	1	1.111	4.667	1.1	1	186935	142760	199875	12962	165977	228263	129300	13949	150292	185589	141590	4	202019	130337	285199	10158	191546	189433	214658	10578	252132	193234	167929	1	137185	122206	145595	8578	140558	114198	159115	6458	159814	83944	107765
1860	1	sp|Q01514|GBP1_MOUSE	 	 	"sp|Q01514|GBP1_MOUSE, sp|Q9Z0E6|GBP2_MOUSE"	 	139073	14.6	589	67711	Guanylate-binding protein 1 OS=Mus musculus OX=10090 GN=Gbp1 PE=1 SV=1	15	11	0.733	5	6	4	4	4	3	4.333	4.667	3.273	4	358439	37808	1272039	4233	112208	160052	122749	5972	35902	44121	215352	4	170257	42088	510376	6296	110413	412779	145716	11627	59426	58959	152794	3	65578	18562	226777	877	40549	87001	28741	1256	14846	6546	49073
4614	1	sp|Q99JR5|TINAL_MOUSE	 	 	 	 	138949	18.2	466	52664	Tubulointerstitial nephritis antigen-like OS=Mus musculus OX=10090 GN=Tinagl1 PE=1 SV=1	17	17	1	6	4	7	6	4	7	6	4	7	6	169293	137240	249014	13458	199131	301023	107471	9961	163121	186604	153632	4	51254	35459	94181	2369	52400	47279	57261	3514	108873	63747	51634	7	206669	241331	315388	21295	296180	310539	319701	22945	262072	119684	211580
2733	1	sp|Q6P1G0|HEAT6_MOUSE	 	 	 	 	138896	4.4	1184	128921	HEAT repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Heatr6 PE=1 SV=1	9	9	1	2	2	5	2	2	5	2	2	5	2	228088	101956	172711	10121	148658	235329	154109	11931	187817	206114	145683	2	149062	110123	173518	7981	107777	197566	183153	6667	202133	134435	127242	5	191874	140067	171231	13108	146976	188591	246569	8280	218008	112941	143765
1332	1	sp|P51612|XPC_MOUSE	 	 	 	 	138634	7.8	930	104521	DNA repair protein complementing XP-C cells homolog OS=Mus musculus OX=10090 GN=Xpc PE=1 SV=2	10	10	1	3	3	4	3	3	4	3	3	4	3	263995	242334	302756	21982	279597	393889	180997	23635	282497	339931	233161	3	50853	58965	59327	2796	61708	90922	44637	2955	48402	75572	49614	4	140252	181707	171017	17349	179814	181907	163836	12164	181157	102079	133128
5224	1	sp|Q9D4C5|EAF1_MOUSE	 	 	 	 	138591	9.3	268	28967	ELL-associated factor 1 OS=Mus musculus OX=10090 GN=Eaf1 PE=1 SV=2	7	7	1	2	3	2	2	3	2	2	3	2	2	110437	133484	145371	11999	153768	172400	89810	10876	148136	147873	112415	3	145954	139472	221680	10754	145733	227532	163263	12773	222617	182495	147227	2	182709	216194	194344	14940	189050	189642	207778	9641	229999	127016	156131
4818	1	sp|Q9CQ40|RM49_MOUSE	 	 	 	 	138511	25.9	166	19133	Large ribosomal subunit protein mL49 OS=Mus musculus OX=10090 GN=Mrpl49 PE=1 SV=1	15	15	1	5	6	4	5	6	4	5	6	4	5	156629	131442	147625	6907	192215	194736	109131	7494	154412	182532	128312	6	202024	220190	251192	12272	236242	288608	203048	13338	272663	297740	199732	4	91229	141186	86711	10443	128893	107170	93414	4626	132744	78479	87489
2203	1	sp|Q3V3R1|C1TM_MOUSE	 	 	"sp|Q3V3R1|C1TM_MOUSE, sp|Q922D8|C1TC_MOUSE"	 	138427	9.6	977	105728	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Mthfd1l PE=1 SV=2"	19	15	0.789	6	4	9	5	3	7	5.027	3.016	7.072	5	140338	87342	118497	6845	150532	219140	161215	14629	271792	507608	167794	3	24105	54876	35325	4461	33901	62529	61966	3749	71390	81390	43369	7	181193	190992	180645	9979	196987	233583	297637	10697	495309	244159	204118
658	1	sp|O89051|ITM2B_MOUSE	 	 	 	 	138288	30.1	266	30260	Integral membrane protein 2B OS=Mus musculus OX=10090 GN=Itm2b PE=1 SV=1	16	16	1	6	4	6	6	4	6	6	4	6	6	134131	95741	140791	3097	139468	137599	101771	4756	143445	176932	107773	4	142741	137215	227565	8824	169531	200105	132072	8648	241703	224473	149288	6	162813	215468	191441	11445	208101	215839	168465	8332	254895	141223	157802
2273	1	sp|Q5NBX1|COBL_MOUSE	 	 	 	 	138260	9.8	1337	143863	Protein cordon-bleu OS=Mus musculus OX=10090 GN=Cobl PE=1 SV=1	17	17	1	6	4	7	6	4	7	6	4	7	6	278480	122990	228848	7566	228646	253995	177147	11359	210190	255580	177480	4	170746	108624	204321	9572	122952	202189	219694	10706	181535	148076	137842	7	145726	85309	128451	7433	118842	120851	148927	7964	150271	80805	99458
2537	1	sp|Q62172|RBP1_MOUSE	 	 	 	 	138225	4.8	648	75042	RalA-binding protein 1 OS=Mus musculus OX=10090 GN=Ralbp1 PE=1 SV=4	8	8	1	3	2	3	3	2	3	3	2	3	3	146325	153982	178816	12339	201970	219654	111284	13288	168809	153105	135957	2	91448	81208	148559	5259	105312	124428	101242	5303	134905	108025	90569	3	211111	265739	228837	14836	270329	242955	232295	10870	258384	146136	188149
5210	1	sp|Q9D2Y4|MLKL_MOUSE	 	 	 	 	137503	14.4	472	54317	Mixed lineage kinase domain-like protein OS=Mus musculus OX=10090 GN=Mlkl PE=1 SV=1	7	7	1	2	3	2	2	3	2	2	3	2	2	374425	348095	385863	33983	522573	528633	241756	34045	294325	340862	310456	3	103078	83400	170049	7732	101451	146285	120424	8558	113837	115736	97055	2	5841	7300	6828	200	7239	6708	6637	200	6329	2703	4998
5356	1	sp|Q9DAA6|EXOS1_MOUSE	 	 	 	 	137492	21	195	21423	Exosome complex component CSL4 OS=Mus musculus OX=10090 GN=Exosc1 PE=1 SV=1	5	5	1	1	3	1	1	3	1	1	3	1	1	141995	158897	140906	8939	138908	107442	75921	7529	215535	145405	114148	3	184234	160719	259518	10030	239076	231076	254917	9309	293398	220688	186296	1	128662	155880	152527	8602	136262	117906	144818	7591	164633	103445	112033
1493	1	sp|P59764|DOCK4_MOUSE	 	 	"sp|P59764|DOCK4_MOUSE, sp|Q8CIQ7|DOCK3_MOUSE"	 	137433	5.1	1978	226547	Dedicator of cytokinesis protein 4 OS=Mus musculus OX=10090 GN=Dock4 PE=1 SV=1	13	11	0.846	6	5	2	4	5	2	5.6	5	2	4	318577	268326	375633	18522	385015	416806	201685	17043	300683	334465	263675	5	135192	139460	198415	9485	163705	207866	124902	11747	179333	177512	134762	2	15969	17664	16150	599	19512	19133	19598	800	19414	9792	13863
2322	1	sp|Q5U430|UBR3_MOUSE	 	 	 	 	137260	7.3	1889	212754	E3 ubiquitin-protein ligase UBR3 OS=Mus musculus OX=10090 GN=Ubr3 PE=1 SV=3	22	22	1	10	7	5	10	7	5	10	7	5	10	277029	266768	320047	17709	348337	390145	179020	22515	284438	314564	242057	7	98548	95404	148323	4744	117422	133179	111490	6148	165580	204658	108549	5	63338	75485	74757	4498	94600	68644	71720	1082	107794	49800	61172
5190	1	sp|Q9D1R1|T126B_MOUSE	 	 	 	 	137092	17.8	230	25444	"Complex I assembly factor TMEM126B, mitochondrial OS=Mus musculus OX=10090 GN=Tmem126b PE=1 SV=1"	7	7	1	3	2	2	3	2	2	3	2	2	3	394960	483431	330440	28084	500228	360823	200834	20849	387893	419233	312678	2	35653	46592	45588	1749	39382	33825	30877	706	46409	61169	34195	2	82247	128013	68504	7990	101287	51498	60793	3296	91785	48612	64402
6219	1	tr|A2RTH5|A2RTH5_MOUSE	 	 	 	 	137077	15.1	332	38192	Leucine carboxyl methyltransferase 1 OS=Mus musculus OX=10090 GN=Lcmt1 PE=1 SV=1	10	10	1	2	5	3	2	5	3	2	5	3	2	176370	115892	195606	9602	183341	187323	127073	11292	214914	202825	142424	5	187881	151204	285620	7821	163653	197678	169913	10264	287562	314506	177610	3	123744	113064	108103	7404	114337	87949	133180	5011	153402	65782	91198
1684	1	sp|P70268|PKN1_MOUSE	 	 	"sp|P70268|PKN1_MOUSE, sp|Q8BWW9|PKN2_MOUSE"	 	136715	10.6	946	104410	Serine/threonine-protein kinase N1 OS=Mus musculus OX=10090 GN=Pkn1 PE=1 SV=3	16	13	0.812	7	5	4	6	4	3	6.462	4.333	3.429	6	250963	142526	303933	10382	261630	322473	177650	14363	225348	267404	197667	4	114336	110838	216621	11974	151233	236890	157043	20321	191191	147816	135826	3	94445	82043	107091	3388	98245	107562	110461	1789	111228	50270	76652
3582	1	sp|Q8C767|PPR3B_MOUSE	 	 	 	 	136670	10.6	284	32432	Protein phosphatase 1 regulatory subunit 3B OS=Mus musculus OX=10090 GN=Ppp1r3b PE=1 SV=1	8	8	1	3	2	3	3	2	3	3	2	3	3	144527	162928	185707	7866	182265	216057	90788	8251	172475	219279	139014	2	138709	97833	156030	6105	141102	212801	144777	9527	214488	139887	126126	3	147415	163288	205444	8934	175800	218001	176460	8573	191146	153632	144870
6099	1	sp|Q9Z1E4|GYS1_MOUSE	 	 	"sp|Q8VCB3|GYS2_MOUSE, sp|Q9Z1E4|GYS1_MOUSE"	 	136531	6.6	738	83926	"Glycogen [starch] synthase, muscle OS=Mus musculus OX=10090 GN=Gys1 PE=1 SV=2"	14	6	0.429	5	5	4	3	2	1	3.133	2.125	1.065	3	129366	121189	187830	8993	165029	212469	86616	7299	102666	118748	114021	2	166499	138280	239922	11964	549193	266205	159798	14613	204147	186700	193732	1	113717	127517	153925	8482	145937	176939	138931	7799	92128	53015	101839
